Sample_ID,Code,Sample_Date,Sample_Time,Gage_Ht,Temp,pH,Cond,Cl,NO3,SO4-S,Na,K,Mg,Ca,NH4-N,PO4-P,DOC,DIC,TDN,TDP,SiO2,DON,TSS
Q2,100013001,5/20/1986 0:00,-9999,-9999,-9999,7.52,90.2,7.3,225,1.22,6.98,0.82,2.86,5.38,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
Q2,100013002,5/27/1986 0:00,-9999,-9999,-9999,7.59,84.4,-9999,195,1.29,7.21,0.78,3.17,5.34,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
Q2,100013003,6/3/1986 0:00,-9999,-9999,-9999,7.55,83.3,-9999,206,-9999,6.97,0.77,2.98,3.98,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
Q2,100013004,10/21/1986 0:00,1310,-9999,24,7.42,84.8,7.3,206,-9999,7.17,0.71,2.43,5.1,9.1,-9999,0.45,6.03,-9999,-9999,29.8,-9999,3.66
Q2,100013005,10/28/1986 0:00,1136,-9999,23,7.39,85,7.3,47,-9999,7.1,0.73,2.51,5.04,34,-9999,0.1,7.77,-9999,-9999,29.3,-9999,7.75
Q2,100013006,11/4/1986 0:00,1100,-9999,22.5,7.43,84.2,7.3,114,-9999,7.37,0.68,2.62,4.98,10.4,-9999,0.29,5.34,-9999,-9999,30.1,-9999,7.1
Q2,100013007,11/10/1986 0:00,1023,-9999,23,7.35,73.8,6.9,313,-9999,6.34,0.74,2.19,4.79,34.4,-9999,0.16,5.97,-9999,-9999,25.8,-9999,11.47
Q2,100013008,11/18/1986 0:00,851,-9999,22,7.51,80.8,7,353,-9999,7.17,0.72,2.4,4.82,26.5,-9999,0.1,8.5,-9999,-9999,28.8,-9999,8.4
Q2,100013009,11/25/1986 0:00,845,-9999,22,7.19,50.3,6.2,414,-9999,4.23,0.92,1.31,3.2,-9999,-9999,5.64,3.9,-9999,-9999,10.9,-9999,131.9
Q2,100013010,12/2/1986 0:00,933,-9999,22,7.41,84.4,7,262,-9999,7.13,0.68,2.46,4.87,11.9,-9999,0.69,8.15,-9999,-9999,28.8,-9999,8.7
Q2,100013011,12/9/1986 0:00,838,-9999,22,7.62,87.8,7.5,249,1.26,8.13,0.67,2.68,4.86,10.7,-9999,0.49,8.6,-9999,-9999,30.4,-9999,11.93
Q2,100013012,12/16/1986 0:00,830,-9999,21,7.43,80.1,7.5,240,1.2,7.79,0.66,2.64,4.79,10.1,-9999,1.28,7.28,-9999,-9999,29.6,-9999,17.8
Q2,100013013,12/23/1986 0:00,800,-9999,21,7.55,90.5,7.6,157,1.3,8.07,0.6,2.76,5.13,23.2,-9999,2.61,9.84,-9999,-9999,31.1,-9999,7.1
Q2,100013014,12/30/1986 0:00,839,-9999,21,7.69,88.4,7.5,202,1.19,7.87,0.64,2.71,4.88,19.7,-9999,0.05,-9999,-9999,-9999,30.4,-9999,5.8
Q2,100013015,1/5/1987 0:00,919,-9999,21,7.4,84.5,8,309,-9999,7.49,0.68,2.71,4.5,25.2,-9999,-9999,8.65,-9999,-9999,33.4,-9999,33.8
Q2,100013016,1/13/1987 0:00,900,-9999,21,7.63,81.9,7.6,242,-9999,7.86,0.62,2.69,5.2,18.4,-9999,0.12,8.93,-9999,-9999,31.2,-9999,5.3
Q2,100013017,1/20/1987 0:00,838,-9999,21,7.49,91.2,8.3,338,-9999,8.01,0.76,2.73,5.25,19.2,-9999,1.33,8.87,-9999,-9999,29.8,-9999,6.67
Q2,100013018,1/27/1987 0:00,845,-9999,21,7.67,88.9,7.6,232,-9999,7.87,0.63,2.73,5.24,22.8,-9999,0.49,9.84,-9999,-9999,31.4,-9999,7.27
Q2,100013019,2/3/1987 0:00,819,-9999,21,7.62,89,-9999,210,1.28,7.77,0.66,2.67,4.85,25.5,-9999,0.1,8.79,-9999,-9999,29.5,-9999,7
Q2,100013020,2/10/1987 0:00,835,-9999,21,7.66,90.3,-9999,212,1.37,7.96,0.71,2.69,5.03,27.2,-9999,0.58,11.13,-9999,-9999,30.1,-9999,4.81
Q2,100013021,2/17/1987 0:00,942,-9999,21,7.66,80.3,-9999,208,-9999,7.83,0.73,2.75,4.41,7.2,-9999,1.37,6.42,-9999,-9999,29.8,-9999,4.41
Q2,100013022,2/24/1987 0:00,913,-9999,21,7.52,85.2,7.4,186,-9999,7.98,0.67,2.76,5.12,2.5,-9999,1.39,6.99,-9999,-9999,30.6,-9999,2.55
Q2,100013023,3/3/1987 0:00,956,-9999,22,7.64,87.3,7.6,-9999,-9999,7.99,0.72,2.87,5.24,8.1,-9999,1.13,6.98,-9999,-9999,30.3,-9999,3.15
Q2,100013024,3/10/1987 0:00,911,-9999,21,7.58,87.6,7.5,204,-9999,7.71,0.74,2.81,5.09,7.4,-9999,0.53,8.27,-9999,-9999,30,-9999,5.5
Q2,100013025,3/18/1987 0:00,1126,-9999,21,7.52,73.6,7.3,212,-9999,7.4,0.96,2.58,5.15,6.5,-9999,0.42,10.76,-9999,-9999,29.5,-9999,6.4
Q2,100013026,3/24/1987 0:00,928,-9999,22,7.52,87.2,7.6,293,-9999,6.3,1.02,2.07,4.19,8,-9999,0.58,-9999,-9999,-9999,18.1,-9999,16.8
Q2,100013027,3/31/1987 0:00,1011,-9999,21,7.6,85.4,7.9,211,-9999,7.58,0.9,2.53,5.15,9.3,-9999,0.73,9.27,-9999,-9999,30.8,-9999,3.15
Q2,100013028,4/7/1987 0:00,930,-9999,22,7.66,89.2,7.7,211,-9999,7.74,0.93,2.8,5.22,10.6,-9999,0.88,10.01,-9999,-9999,31.5,-9999,2.8
Q2,100013029,4/14/1987 0:00,1012,-9999,22,7.31,60.6,7.7,292,-9999,5.14,1.08,1.55,3.88,14.8,-9999,3.39,4.58,-9999,-9999,31.9,-9999,13.21
Q2,100013030,4/21/1987 0:00,1035,-9999,23,7.34,87.4,7.7,257,-9999,7.44,0.97,2.6,5.08,9.2,-9999,1.17,10.27,-9999,-9999,30.8,-9999,4.85
Q2,100013031,4/28/1987 0:00,950,0.1,23,7.61,88.6,7.7,244,-9999,7.66,0.92,2.65,4.98,21.3,-9999,1.09,9.81,-9999,-9999,31.5,-9999,6.05
Q2,100013032,5/5/1987 0:00,946,0.14,23,7.55,90.1,6.8,232,-9999,7.74,0.86,2.5,5.63,7.2,-9999,0.71,9.47,-9999,-9999,31.9,-9999,2.82
Q2,100013033,5/12/1987 0:00,1013,0.12,23,7.26,69.9,7.1,-9999,-9999,6.04,0.94,1.99,4.17,96,-9999,2.49,4.3,-9999,-9999,23.3,-9999,23.1
Q2,100013034,5/19/1987 0:00,1019,0.18,23,7.24,62.2,6.5,-9999,-9999,3.54,1,1.75,3.64,91,-9999,2.03,4.52,-9999,-9999,22.3,-9999,10.15
Q2,100013035,5/26/1987 0:00,1100,0.2,23,7.38,77.6,7.4,372,-9999,6.45,0.91,2.24,4.39,92,-9999,0.89,6.12,-9999,-9999,27.1,-9999,5.09
Q2,100013036,6/2/1987 0:00,1020,0.18,23,7.51,88.4,7.7,246,-9999,7.36,0.88,2.59,5,82,-9999,0.59,7.24,-9999,-9999,30.4,-9999,4.65
Q2,100013037,6/9/1987 0:00,1158,0.14,23,7.19,86,7.3,132,-9999,7.48,0.82,2.65,4.99,95,-9999,0.35,7.41,-9999,-9999,31.5,-9999,3.6
Q2,100013038,6/16/1987 0:00,1054,0.12,23,7.31,81.1,6.8,254,0.78,6.8,0.85,2.33,4.9,92,-9999,0.66,6.9,-9999,-9999,28.6,-9999,5.8
Q2,100013039,6/23/1987 0:00,1007,0.28,23,7.35,75.5,6.8,235,-9999,6.37,0.82,2.18,4.3,94,-9999,0.69,12.58,-9999,-9999,26.8,-9999,8.4
Q2,100013041,6/30/1987 0:00,1010,0.18,23,7.37,84.4,7.3,226,-9999,7.4,0.78,2.59,4.89,85,-9999,0.92,8.97,-9999,-9999,30.4,-9999,5.05
Q2,100013042,7/7/1987 0:00,959,0.14,23,7.34,84.5,7.4,250,-9999,7.38,0.78,2.44,5.02,96,-9999,0.84,8.54,-9999,-9999,30.5,-9999,5.25
Q2,100013043,7/14/1987 0:00,959,0.1,23,7.36,89.7,7.6,216,-9999,7.76,0.82,2.62,5.15,26,-9999,0.52,8.77,-9999,-9999,32,-9999,4.4
Q2,100013044,7/21/1987 0:00,1010,0.16,23,7.35,84.2,7.4,286,0.83,7.19,0.85,2.47,4.86,28,-9999,2.65,6.17,-9999,-9999,28.7,-9999,18.5
Q2,100013045,7/28/1987 0:00,1037,0.09,24,6.73,85.2,7.4,250,-9999,7.7,0.77,2.54,5.13,38,-9999,-9999,6.13,-9999,-9999,32,-9999,3.95
Q2,100013046,8/4/1987 0:00,900,0.06,24,7.17,89.6,7.4,223,-9999,7.75,0.84,2.65,5.19,26,-9999,-9999,-9999,-9999,-9999,32,-9999,5.45
Q2,100013047,8/11/1987 0:00,739,0.06,23.5,7.16,93.1,7.4,173,0.89,7.92,0.83,2.83,5.35,43,-9999,-9999,6.56,-9999,-9999,32.3,-9999,15.5
Q2,100013048,8/18/1987 0:00,1008,0.04,24,7.18,87.8,7.3,167,-9999,7.66,0.87,2.65,4.9,29,-9999,-9999,6.77,-9999,-9999,32,-9999,2.75
Q2,100013049,8/25/1987 0:00,910,0.06,24,7.21,83.8,7.3,101,-9999,7.25,0.81,2.49,4.92,21,-9999,-9999,8.3,-9999,-9999,30.1,-9999,2.1
Q2,100013050,9/1/1987 0:00,933,0.06,24,7.16,80.3,7,207,-9999,7.03,0.84,2.47,4.71,22,-9999,-9999,9.04,-9999,-9999,30,-9999,2.36
Q2,100013051,9/8/1987 0:00,1110,0.06,24,7.04,84.7,7.2,194,0.85,7.41,0.8,2.73,5.05,15,-9999,-9999,7.84,-9999,-9999,31.5,-9999,3.29
Q2,100013052,9/15/1987 0:00,1022,0.08,24,7.08,81.4,7.2,201,-9999,7.16,0.81,2.49,4.87,16,-9999,-9999,7.93,-9999,-9999,30.5,-9999,3.6
Q2,100013053,9/22/1987 0:00,1007,0.08,24,7.07,84,7.3,279,-9999,7.37,0.8,2.64,5.01,6,-9999,-9999,8.24,-9999,-9999,30.5,-9999,4.6
Q2,100013054,9/29/1987 0:00,958,0.08,24,7.01,84.4,7.3,389,-9999,7.27,0.84,2.57,5,14,-9999,-9999,7.37,-9999,-9999,29.1,-9999,6.56
Q2,100013055,10/5/1987 0:00,-9999,-9999,-9999,5.66,32.6,4.3,200,-9999,2.69,0.94,0.79,2.16,62,-9999,-9999,-9999,-9999,-9999,6.8,-9999,62.7
Q2,100013056,10/5/1987 0:00,-9999,-9999,-9999,5.9,30.4,3.9,293,-9999,2.54,0.87,0.72,1.76,68,-9999,-9999,-9999,-9999,-9999,6.6,-9999,57.7
Q2,100013057,10/5/1987 0:00,-9999,-9999,-9999,5.95,30.6,3.9,285,-9999,2.59,0.92,0.66,1.77,48,-9999,-9999,-9999,-9999,-9999,6.6,-9999,53
Q2,100013058,10/5/1987 0:00,-9999,-9999,-9999,6.04,31.2,4,296,-9999,2.63,0.92,0.8,1.7,57,-9999,-9999,-9999,-9999,-9999,7,-9999,47.7
Q2,100013059,10/6/1987 0:00,1000,0.06,24,7.11,82.6,7.1,166,-9999,7.23,0.91,1.21,1.99,10,-9999,-9999,8.9,-9999,-9999,30.4,-9999,2.2
Q2,100013060,10/13/1987 0:00,1025,0.04,24,7.25,88.5,7.6,192,-9999,7.37,0.84,2.68,5.13,17,-9999,-9999,9.06,-9999,-9999,31.5,-9999,1.55
Q2,100013061,10/22/1987 0:00,-9999,0.2,-9999,7.29,99,7.4,171,0.9,6.97,0.81,2.51,5.08,13,-9999,-9999,-9999,-9999,-9999,29,-9999,19.91
Q2,100013062,10/29/1987 0:00,1448,0.14,-9999,-9999,87.5,7.6,168,0.99,7.18,0.78,2.69,5.01,7,-9999,-9999,-9999,-9999,-9999,29.2,-9999,85.33
Q2,100013063,11/5/1987 0:00,1205,0.1,-9999,7.51,86.9,6.5,177,1.24,6.31,0.89,2.31,4.85,7,-9999,-9999,-9999,-9999,-9999,25.4,-9999,31.7
Q2,100013064,11/12/1987 0:00,-9999,-9999,-9999,7.45,89.1,7.1,200,0.9,7.46,0.89,2.71,5.5,27,-9999,-9999,-9999,-9999,-9999,31.8,-9999,56.4
Q2,100013065,11/24/1987 0:00,1054,0.18,-9999,6.22,61.3,6.1,136,0.76,5.15,0.95,1.71,3.61,11,-9999,-9999,-9999,-9999,-9999,21.2,-9999,8.8
Q2,100013066,11/25/1987 0:00,1051,0.24,-9999,7.34,66.6,5.8,275,0.81,4.97,0.93,1.66,3.67,7,-9999,-9999,-9999,-9999,-9999,19.6,-9999,15.6
Q2,100013067,12/1/1987 0:00,1030,0.25,-9999,7.47,75.2,7.3,217,0.8,6.37,0.81,2.38,4.86,7,-9999,-9999,-9999,-9999,-9999,30.4,-9999,8.3
