Sample_ID,Code,Sample_Date,Sample_Time,Gage_Ht,Temp,pH,Cond,Cl,NO3,SO4-S,Na,K,Mg,Ca,NH4-N,PO4-P,DOC,DIC,TDN,TDP,SiO2,DON,TSS
Q1,100012002,5/27/1986,-9999,-9999,-9999,7.48,85.4,-9999,109,1.74,8,0.82,3.13,3.17,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
Q1,100012003,6/3/1986,-9999,-9999,-9999,7.36,85.4,-9999,114,-9999,7.95,0.82,3.15,4.38,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
Q1,100012004,10/21/1986,1302,-9999,24,7.39,88.5,8.7,124,-9999,8.39,0.65,2.73,4.91,10.3,-9999,0.3,6.52,-9999,-9999,35.3,-9999,-9999
Q1,100012005,10/28/1986,1124,-9999,23,7.34,91.4,8.5,-9999,-9999,8.55,0.62,2.86,4.6,40.3,-9999,0.44,8.1,-9999,-9999,35.5,-9999,21.7
Q1,100012006,11/4/1986,1150,-9999,23,7.45,87.7,8.5,-9999,-9999,8.7,0.64,2.8,4.45,10.4,-9999,0.24,4.88,-9999,-9999,35.1,-9999,27
Q1,100012007,11/10/1986,1030,-9999,22,7.36,74.8,7.8,103,-9999,7.12,0.69,2.4,3.93,47.2,-9999,1.37,6.21,-9999,-9999,29.8,-9999,36.3
Q1,100012008,11/18/1986,859,-9999,22,7.36,83,8.5,153,-9999,8.33,0.68,2.66,3.95,20.1,-9999,-9999,8.23,-9999,-9999,33.5,-9999,17.1
Q1,100012009,11/25/1986,840,-9999,22,7.15,43.9,6.4,264,-9999,4.33,0.77,1.19,2.11,-9999,-9999,5.77,3.18,-9999,-9999,12.3,-9999,225.3
Q1,100012010,12/2/1986,925,-9999,22,7.25,80.5,8.4,158,-9999,7.94,0.66,2.43,3.95,16.2,-9999,0.52,7.59,-9999,-9999,31.8,-9999,20
Q1,100012011,12/9/1986,831,-9999,22,7.4,85.6,8.3,106,1.78,8.7,0.67,2.74,3.52,9.8,-9999,0.32,8.23,-9999,-9999,33.4,-9999,42.6
Q1,100012012,12/16/1986,820,-9999,22,7.36,86.5,8.3,146,-9999,8.23,0.62,2.68,3.94,10.4,-9999,0.42,6.21,-9999,-9999,33,-9999,25.1
Q1,100012013,12/23/1986,754,-9999,22,7.44,88.5,9.1,149,1.84,9.02,0.61,2.8,4.1,23.2,-9999,0.05,8.2,-9999,-9999,34.8,-9999,11.47
Q1,100012014,12/30/1986,830,-9999,22,7.44,89.6,8.3,113,1.81,8.91,0.62,2.8,4.13,20.4,-9999,-9999,-9999,-9999,-9999,34.5,-9999,13.65
Q1,100012015,1/5/1987,910,-9999,22,7.24,84.8,8.4,132,-9999,8.65,0.73,2.73,3.85,35.7,-9999,0.89,8.35,-9999,-9999,32,-9999,132
Q1,100012016,1/13/1987,850,-9999,22,7.32,91.8,8.4,151,-9999,9.11,0.66,2.96,4.13,28.5,-9999,-9999,9.43,-9999,-9999,35.5,-9999,11.4
Q1,100012017,1/20/1987,828,-9999,22,7.29,93.7,8.7,170,0.59,9.21,0.73,2.96,4.29,31.1,-9999,0.53,9.6,-9999,-9999,34.3,-9999,13.89
Q1,100012018,1/27/1987,830,-9999,21,7.55,90.5,8.4,137,-9999,9.4,0.65,3.03,4.24,23.1,-9999,-9999,9.3,-9999,-9999,35.5,-9999,35.5
Q1,100012019,2/3/1987,811,-9999,22,7.45,93.7,8.3,98,1.88,9.26,0.69,3.01,4.28,24.9,-9999,0.05,9.45,-9999,-9999,35.2,-9999,10.4
Q1,100012020,2/10/1987,827,-9999,22,7.37,95.8,8.3,137,1.9,9.13,0.67,3.03,4.14,28.3,-9999,0.42,25.65,-9999,-9999,35.3,-9999,11.3
Q1,100012021,2/17/1987,930,-9999,22,7.43,95,8.3,127,-9999,9.17,0.69,3.09,3.84,2.5,-9999,0.92,6.67,-9999,-9999,35.2,-9999,22.3
Q1,100012022,2/24/1987,900,-9999,22,7.28,89.8,8.3,118,-9999,9.21,0.67,3.09,3.93,2.5,-9999,0.54,7.79,-9999,-9999,35.8,-9999,9.35
Q1,100012023,3/3/1987,948,-9999,21,7.3,91.4,8.3,144,-9999,8.76,0.68,3.03,4.79,6.7,-9999,0.39,7.48,-9999,-9999,34.9,-9999,11.15
Q1,100012024,3/10/1987,904,-9999,22,7.29,94,8.2,137,-9999,8.98,0.71,3.1,4.41,2.5,-9999,0.41,9.09,-9999,-9999,34.9,-9999,11.13
Q1,100012026,3/18/1987,920,-9999,21.5,7.54,83.2,8,152,-9999,7.55,0.92,2.64,3.67,8.7,-9999,1.07,-9999,-9999,-9999,28.6,-9999,18.44
Q1,100012025,3/24/1987,1117,-9999,22,7.48,90.5,8.2,140,-9999,8.48,0.84,2.78,4.2,2.5,-9999,0.48,10.67,-9999,-9999,33.5,-9999,11
Q1,100012027,3/31/1987,1000,-9999,22,7.52,89.7,8.8,135,-9999,8.67,0.83,2.84,4.35,9.9,-9999,0.47,9.09,-9999,-9999,35.8,-9999,6.3
Q1,100012028,4/7/1987,923,-9999,22,7.57,92.4,8.8,123,-9999,8.88,0.85,2.96,4.47,9.1,-9999,0.52,9.84,-9999,-9999,36.6,-9999,10.4
Q1,100012029,4/14/1987,1004,-9999,22,7.1,49.4,7.1,192,-9999,4.85,0.87,1.38,2.43,20.3,-9999,3.52,3.25,-9999,-9999,15.5,-9999,39
Q1,100012030,4/21/1987,1022,-9999,23,7.09,91.9,8.8,140,-9999,8.66,0.83,2.69,4.93,7.2,-9999,0.82,10.78,-9999,-9999,35.8,-9999,12.2
Q1,100012031,4/28/1987,930,9.72,23,7.46,92.8,8.8,138,-9999,8.88,0.83,2.92,4.38,9.2,-9999,0.87,10.52,-9999,-9999,36.2,-9999,10.24
Q1,100012032,5/5/1987,935,9.7,23,7.42,93.1,8.8,130,-9999,8.87,0.84,2.93,4.26,9.2,-9999,0.64,9.27,-9999,-9999,36.6,-9999,16.05
Q1,100012033,5/12/1987,1000,9.74,23,7.09,67.1,7.3,124,-9999,6.47,0.89,2.09,3.34,104,-9999,2.28,4.34,-9999,-9999,25.2,-9999,23.9
Q1,100012034,5/19/1987,1011,9.78,23,7.13,58.4,-9999,178,-9999,5.66,0.79,1.68,1.92,115,-9999,1.95,3.86,-9999,-9999,-9999,-9999,27.2
Q1,100012035,5/26/1987,1050,9.8,23,7.32,77.1,7.9,158,-9999,7.32,0.89,2.38,3.73,92,-9999,0.48,5.81,-9999,-9999,30.4,-9999,15.8
Q1,100012036,6/2/1987,1011,9.8,23,7.33,86.5,8.5,140,-9999,7.97,0.76,2.56,3.92,85,-9999,0.75,5.61,-9999,-9999,33.3,-9999,15.7
Q1,100012037,6/9/1987,1206,9.78,23,7.37,85.9,8.3,146,-9999,8.41,0.79,2.59,4.04,108,-9999,0.11,6.7,-9999,-9999,34.9,-9999,11.6
Q1,100012038,6/16/1987,1030,9.76,23,7.13,81.1,7.8,160,-9999,7.79,0.8,2.49,3.7,90,-9999,0.52,6.21,-9999,-9999,32.5,-9999,10.37
Q1,100012039,6/23/1987,958,9.88,23,7.11,75.8,8.3,190,-9999,7.02,0.79,2.11,3.97,76,-9999,0.9,6.23,-9999,-9999,29,-9999,14.7
Q1,100012041,6/30/1987,1000,9.82,23,7.19,82.4,8.5,145,-9999,7.88,0.86,2.55,3.57,97,-9999,0.52,7.46,-9999,-9999,32.6,-9999,17.8
Q1,100012042,7/7/1987,950,9.78,23,7.24,84.6,-9999,142,-9999,7.96,0.68,2.49,3.53,106,-9999,0.86,7.61,-9999,-9999,-9999,-9999,18.4
Q1,100012043,7/14/1987,950,9.76,23,7.27,89.7,8.3,170,-9999,8.5,0.79,2.73,4.26,28,-9999,0.42,8.04,-9999,-9999,35.8,-9999,12.8
Q1,100012044,7/21/1987,954,9.8,23,7.21,80.2,8.3,178,-9999,7.52,0.93,2.4,3.87,45,-9999,4.14,5.51,-9999,-9999,29.3,-9999,46
Q1,100012045,7/28/1987,1029,9.72,23,7.01,92.1,8.6,148,-9999,8.57,0.87,2.78,4.18,29,-9999,-9999,5.58,-9999,-9999,35.1,-9999,9.4
Q1,100012046,8/4/1987,852,9.72,23,7.04,90,8.6,151,-9999,8.42,0.87,2.86,4.42,79,-9999,-9999,-9999,-9999,-9999,35.1,-9999,13.88
Q1,100012047,8/11/1987,730,9.7,23,7.03,94.5,5.5,133,-9999,8.7,0.86,2.88,4.46,30,-9999,-9999,5.98,-9999,-9999,30.4,-9999,10.4
