Code,Sample_ID,Sample_Date,Sample_Time,Gage_Ht,Temp,pH,Cond
100010001,QS,1/6/1983,-9999,3.9,-9999,7.15,37.8
100020001,QT,5/24/1983,-9999,-9999,-9999,7.64,80.8
100030001,RI,5/24/1983,-9999,1.04,-9999,6.67,37.5
100010002,QS,6/3/1983,-9999,2.54,-9999,7.63,52.8
100020002,QT,6/3/1983,-9999,1.22,-9999,7.99,114.9
100030002,RI,6/3/1983,-9999,1.04,-9999,7.01,65.7
100010003,QS,6/8/1983,-9999,2.66,-9999,7.51,48.8
100020003,QT,6/8/1983,-9999,1.23,-9999,8.02,118
100030003,RI,6/8/1983,-9999,1.05,-9999,6.93,63.2
100010004,QS,6/13/1983,923,2.55,21,7.66,55.1
100020004,QT,6/13/1983,-9999,1.27,22,7.96,113.8
100030004,RI,6/13/1983,-9999,-9999,20.9,7.01,56.8
100010005,QS,6/16/1983,915,4.5,21.7,6.96,34.2
100020005,QT,6/16/1983,-9999,1.38,22.9,7.45,64.8
100030005,RI,6/16/1983,-9999,2.1,21,6.12,26
100010006,QS,6/20/1983,1127,2.74,21,7.54,47
100020006,QT,6/20/1983,-9999,1.28,22,7.57,89.5
100030006,RI,6/20/1983,-9999,1.08,20,6.72,59.9
100010007,QS,6/27/1983,1220,2.94,22,7.84,58
100020007,QT,6/27/1983,-9999,1.27,23,7.84,100
100030007,RI,6/27/1983,-9999,1.17,22,7.05,60
100010008,QS,7/5/1983,1235,4.08,21,8.17,36.8
100020008,QT,7/5/1983,-9999,1.38,21.5,7.83,72.2
100030008,RI,7/5/1983,-9999,1.26,20.5,7.12,43
100010009,QS,7/11/1983,915,2.76,21,7.93,48.2
100020009,QT,7/11/1983,-9999,1.3,22,7.7,86
100030009,RI,7/11/1983,-9999,1.1,21,7.03,52.1
100010010,QS,7/21/1983,1020,2.72,-9999,8.04,55
100020010,QT,7/21/1983,-9999,1.26,-9999,7.6,107
100030010,RI,7/21/1983,-9999,1.08,-9999,7.14,61
100010011,QS,7/26/1983,905,2.59,21.9,8,55
100020011,QT,7/26/1983,-9999,1.25,22.7,7.9,112
100030011,RI,7/26/1983,-9999,1.06,21,7.16,63.5
100010012,QS,8/1/1983,945,3.39,21,8.23,49.9
100020012,QT,8/1/1983,-9999,1.28,22,7.65,105.8
100030012,RI,8/1/1983,-9999,1.4,21,7.02,50
100010013,QS,8/8/1983,910,2.6,21,8.05,48
100020013,QT,8/8/1983,-9999,1.28,21,7.98,106
100030013,RI,8/8/1983,-9999,1.06,21,7.2,60
100010014,QS,8/15/1983,855,2.52,21.8,8.39,59.2
100020014,QT,8/15/1983,-9999,1.24,22,7.9,112
100030014,RI,8/15/1983,-9999,1.06,21,7.37,63
100010015,QS,8/18/1983,930,3,21.5,7.44,45
100020015,QT,8/18/1983,-9999,1.27,22,-9999,90
100030015,RI,8/18/1983,-9999,1.12,21,6.97,50.5
100010016,QS,8/22/1983,920,4.05,21.2,7.71,40.5
100020016,QT,8/22/1983,-9999,1.39,22.5,7.94,90
100030016,RI,8/22/1983,-9999,1.2,22,6.95,47.9
100010017,QS,8/29/1983,910,3.6,21,8.04,40
100020017,QT,8/29/1983,-9999,1.33,21.9,7.74,84
100030017,RI,8/29/1983,-9999,2.24,21,7.05,42.5
100010018,QS,9/6/1983,855,2.63,21.2,7.97,56
100020018,QT,9/6/1983,-9999,1.27,22,7.74,104
100030018,RI,9/6/1983,-9999,1.1,21,7.14,62
100010019,QS,9/12/1983,850,2.9,21.9,7.83,57
100020019,QT,9/12/1983,-9999,1.26,22.2,7.74,110
100030019,RI,9/12/1983,-9999,1.1,21,7.03,63
100010020,QS,9/19/1983,900,2.94,21.9,7.81,52
100020020,QT,9/19/1983,-9999,1.27,22.9,8.19,90
100030020,RI,9/19/1983,-9999,1.12,21,7.36,55
100010021,QS,9/26/1983,920,2.76,21,7.87,50.1
100020021,QT,9/26/1983,-9999,1.28,22,8.18,94.8
100030021,RI,9/26/1983,-9999,1.08,21,7.29,57.5
100010022,QS,10/3/1983,840,2.56,21,8.64,46
100020022,QT,10/3/1983,-9999,1.25,21.8,7.98,103
100030022,RI,10/3/1983,-9999,1.08,21,7.5,65
100010023,QS,10/10/1983,920,2.76,21,8.16,49
100020023,QT,10/10/1983,-9999,1.24,21,8.21,87
100030023,RI,10/10/1983,-9999,1.04,21,7.61,59
100010024,QS,10/17/1983,858,3.86,21,7.87,47
100020024,QT,10/17/1983,-9999,1.34,22,7.64,88
100030024,RI,10/17/1983,-9999,1.08,20,7.25,64
100010025,QS,10/24/1983,910,2.58,21,7.7,55
100020025,QT,10/24/1983,-9999,1.26,22,7.81,98
100030025,RI,10/24/1983,-9999,1.04,20,7.23,61
100010026,QS,10/31/1983,845,3.3,21,8.28,35
100020026,QT,10/31/1983,-9999,1.34,20.5,8.13,70
100030026,RI,10/31/1983,-9999,1.12,21,7.15,44.5
100010027,QS,11/7/1983,931,2.92,21,7.72,43
100020027,QT,11/7/1983,-9999,1.32,21,7.67,81
100030027,RI,11/7/1983,-9999,1.1,20,6.88,47.2
100010028,QS,11/14/1983,1005,2.56,20.9,8.03,57
100020028,QT,11/14/1983,-9999,1.27,21,7.92,98
100030028,RI,11/14/1983,-9999,1.04,19,7.34,60
100010029,QS,11/21/1983,955,2.46,21,7.95,57
100020029,QT,11/21/1983,-9999,1.26,21.9,7.59,110.9
100030029,RI,11/21/1983,-9999,1.03,20,7.53,65.9
100010030,QS,11/28/1983,953,2.42,20.9,8.05,61
100020030,QT,11/28/1983,-9999,1.24,21,7.91,114
100030030,RI,11/28/1983,-9999,1.02,20,7.49,66.2
100010031,QS,12/5/1983,940,3.1,20.5,7.73,48
100020031,QT,12/5/1983,-9999,1.26,21,7.73,96
100030031,RI,12/5/1983,-9999,1.02,20,7.92,57.5
100010032,QS,12/12/1983,947,3.3,20,8.14,46
100020032,QT,12/12/1983,-9999,1.28,20.9,8.4,96
100030032,RI,12/12/1983,-9999,1.04,19,7.41,56
100010033,QS,12/19/1983,1012,3.41,21,7.41,47.1
100020033,QT,12/19/1983,-9999,1.28,20.9,7.45,115
100030033,RI,12/19/1983,-9999,1.1,20,7.06,53
100010034,QS,12/27/1983,1105,3.16,21,7.64,55
100020034,QT,12/27/1983,-9999,1.26,21,7.67,104.1
100030034,RI,12/27/1983,-9999,1.02,20,6.88,65.5
100010035,QS,1/3/1984,950,3,18.8,7.46,51
100020035,QT,1/3/1984,-9999,1.26,19,7.47,106.9
100030035,RI,1/3/1984,-9999,1.04,18,6.43,63
100010036,QS,1/9/1984,950,2.92,21,7.72,56
100020036,QT,1/9/1984,-9999,1.26,20.9,7.56,110
100030036,RI,1/9/1984,-9999,1.08,19,7.35,64
100010037,QS,1/16/1984,930,3.75,20,7.78,43.5
100020037,QT,1/16/1984,-9999,1.28,20.9,7.5,103
100030037,RI,1/16/1984,-9999,1.18,20,6.87,47.1
100010038,QS,1/19/1984,920,3.32,19.5,7.54,45
100010039,QS,1/19/1984,-9999,3.28,19.5,7.16,45
100010040,QS,1/19/1984,-9999,3.28,20,7.43,47
100010041,QS,1/19/1984,-9999,3.28,19.5,7.8,46
100010042,QS,1/19/1984,-9999,3.36,19.5,7.73,50
100020038,QT,1/19/1984,-9999,1.25,20.9,7.65,104
100020039,QT,1/19/1984,-9999,1.25,20,7.65,110
100020040,QT,1/19/1984,-9999,1.25,21,7.78,112
100020041,QT,1/19/1984,-9999,1.26,20.5,7.69,104
100020042,QT,1/19/1984,-9999,1.27,20.5,7.68,110
100010043,QS,1/20/1984,-9999,3.76,19,7.44,47
100010044,QS,1/20/1984,-9999,3.66,19,7.54,49.5
100010045,QS,1/20/1984,-9999,3.54,19,7.75,47
100010046,QS,1/20/1984,-9999,3.47,19.5,7.45,50
100020043,QT,1/20/1984,-9999,1.27,20,7.62,107
100020044,QT,1/20/1984,-9999,1.26,20.5,7.71,110
100020045,QT,1/20/1984,-9999,1.26,20,7.7,104
100020046,QT,1/20/1984,-9999,1.26,20.9,7.77,104
100010047,QS,1/23/1984,-9999,4.37,17.9,7.2,44
100020047,QT,1/23/1984,-9999,1.32,20.9,7.54,96
100030038,RI,1/23/1984,-9999,1.48,19,7.01,49
100010048,QS,1/30/1984,1010,3.14,19,7.51,54
100020048,QT,1/30/1984,-9999,1.24,21,7.5,112
100030039,RI,1/30/1984,-9999,1.06,19,7.02,63
100010049,QS,2/7/1984,1220,3.8,20.5,7.55,49.5
100020049,QT,2/7/1984,-9999,1.28,21,7.46,110
100030040,RI,2/7/1984,-9999,1.26,19,6.82,51.5
100010050,QS,2/13/1984,1054,4.02,20,7.24,42.1
100020050,QT,2/13/1984,-9999,1.3,20,7.42,87.9
100030041,RI,2/13/1984,-9999,1.32,19,6.77,48.9
100030042,RI,2/16/1984,-9999,1.34,18,-9999,38.3
100030043,RI,2/16/1984,-9999,1.28,18,-9999,39
100030044,RI,2/16/1984,-9999,1.24,19,6.45,40
100030045,RI,2/16/1984,-9999,1.21,19,6.5,41
100030046,RI,2/16/1984,-9999,1.19,19.5,6.55,41
100030047,RI,2/16/1984,-9999,1.18,19,6.55,42
100030048,RI,2/16/1984,-9999,1.16,19,6.6,42.5
100030049,RI,2/16/1984,-9999,1.16,19,6.65,43
100030050,RI,2/16/1984,-9999,1.16,19,6.65,43
100030051,RI,2/16/1984,-9999,1.14,19,6.67,44
100030052,RI,2/16/1984,-9999,1.14,18.5,6.7,44
100030053,RI,2/16/1984,-9999,1.14,18.5,6.55,44.5
100030054,RI,2/16/1984,-9999,1.14,18.5,6.65,45
100030055,RI,2/16/1984,-9999,1.14,18.5,6.7,45
100030056,RI,2/16/1984,-9999,1.13,18.5,6.7,46
100030057,RI,2/16/1984,-9999,1.13,18.5,6.75,46
100030058,RI,2/17/1984,-9999,1.12,18.5,6.8,46
100030059,RI,2/17/1984,-9999,1.14,18.5,6.75,46
100030060,RI,2/17/1984,-9999,1.14,18.5,6.75,46
100030061,RI,2/17/1984,-9999,1.13,18,6.8,46
100030062,RI,2/17/1984,-9999,1.12,18,6.75,46
100030063,RI,2/17/1984,-9999,1.12,17.5,6.78,47
100030064,RI,2/17/1984,-9999,1.1,18,6.78,47
100030065,RI,2/17/1984,-9999,1.1,18,6.8,47
100010051,QS,2/21/1984,1040,3.2,19.7,7.03,53
100020051,QT,2/21/1984,-9999,1.28,21,7.02,100
100030066,RI,2/21/1984,-9999,1.06,19,6.97,61
100010052,QS,2/27/1984,1015,3,20,7.22,56.9
100020052,QT,2/27/1984,-9999,1.26,22,7.08,107.9
100030067,RI,2/27/1984,-9999,1.04,20,7.05,63.2
100010053,QS,3/5/1984,940,2.77,20,7.21,59
100020053,QT,3/5/1984,-9999,1.24,21,7.02,111
100030068,RI,3/5/1984,-9999,1.04,19,7.13,65
100010054,QS,3/12/1984,1045,2.7,20.5,7.4,61
100020054,QT,3/12/1984,-9999,1.24,22,7.18,119
100030069,RI,3/12/1984,-9999,1.02,19,6.93,66.8
100010055,QS,3/19/1984,1145,2.74,19.8,6.93,60
100020055,QT,3/19/1984,-9999,1.22,21,7.02,115
100030070,RI,3/19/1984,-9999,1.02,18,7.01,64.5
100010056,QS,3/27/1984,-9999,2.47,-9999,-9999,-9999
100010057,QS,3/28/1984,1050,2.42,21,7.41,61.1
100020056,QT,3/28/1984,-9999,1.2,22,7.32,126
100030071,RI,3/28/1984,-9999,0.96,19,6.82,63
100010058,QS,4/2/1984,1000,2.2,21,7.05,56
100020057,QT,4/2/1984,-9999,1.2,22,7.46,120
100030072,RI,4/2/1984,-9999,0.94,19.5,7.28,72.5
100010059,QS,4/9/1984,1035,2.11,21.5,6.95,57.5
100020058,QT,4/9/1984,-9999,1.27,-9999,7.67,129
100030073,RI,4/9/1984,-9999,-9999,-9999,7.57,74
100010060,QS,4/17/1984,1040,2.12,22,-9999,54
100020059,QT,4/17/1984,-9999,1.22,23,7.13,123
100030074,RI,4/17/1984,-9999,0.98,20,6.89,64
100010061,QS,4/23/1984,1145,2.17,22,7.36,60
100020060,QT,4/23/1984,-9999,1.2,22.5,7.11,131.8
100030075,RI,4/23/1984,-9999,0.96,20,6.91,72
100010062,QS,4/30/1984,1030,2.24,21,7.38,65.5
100020061,QT,4/30/1984,-9999,1.18,22,7.09,122
100030076,RI,4/30/1984,-9999,0.98,19,7.09,68
100010063,QS,5/7/1984,1210,2.88,22,7.15,55
100020062,QT,5/7/1984,-9999,1.2,23,7.27,135
100030077,RI,5/7/1984,-9999,0.98,20,7.42,72
100010064,QS,5/14/1984,940,3.04,21,6.19,53.9
100020063,QT,5/14/1984,-9999,1.2,23,7.15,123.9
100030078,RI,5/14/1984,-9999,1,20,7.11,67.1
100010065,QS,5/21/1984,1000,2.88,22,6.95,49
100020064,QT,5/21/1984,-9999,1.2,-9999,7.15,128
100030079,RI,5/21/1984,-9999,1,21,7.09,64.9
100010066,QS,5/27/1984,945,3.34,21,6.8,44.5
100030080,RI,5/27/1984,-9999,-9999,20,6.86,57
100020065,QT,5/29/1984,-9999,1.22,22,7.11,112.5
100010067,QS,5/30/1984,910,6.1,-9999,6.47,27.5
100010068,QS,5/30/1984,1140,4.85,-9999,6.4,29
100010069,QS,5/30/1984,1500,4.7,-9999,6.51,32.5
100010070,QS,5/31/1984,900,3.9,-9999,6.87,42.5
100010071,QS,5/31/1984,115,-9999,-9999,-9999,-9999
100010072,QS,5/31/1984,130,-9999,-9999,-9999,-9999
100010073,QS,6/4/1984,1019,3.4,22.5,7.25,51
100020066,QT,6/4/1984,-9999,1.22,23,7.06,113
100030081,RI,6/4/1984,-9999,1.04,21,7,65
100010074,QS,6/6/1984,500,5,-9999,-9999,-9999
100010075,QS,6/11/1984,900,3.85,22,6.67,44
100020067,QT,6/11/1984,-9999,1.28,23,7.16,90
100030082,RI,6/11/1984,-9999,1.24,21,6.57,40
100010076,QS,6/14/1984,1700,3.4,-9999,7.4,45.5
100010077,QS,6/18/1984,1150,3.3,22.5,7.37,47.5
100020068,QT,6/18/1984,-9999,1.24,22,7.49,102
100030083,RI,6/18/1984,-9999,1.09,21,6.79,58
100010078,QS,6/25/1984,1050,3.1,23,7.49,51
100020069,QT,6/25/1984,-9999,1.24,23,7.39,92
100030084,RI,6/25/1984,-9999,1.04,21,6.9,60
100010079,QS,7/2/1984,1130,3.34,-9999,7.44,58
100020070,QT,7/2/1984,-9999,1.24,23,7.39,120
100030085,RI,7/2/1984,-9999,1.09,21,6.98,67.5
100010080,QS,7/4/1984,1645,4.6,-9999,6.7,40.4
100010081,QS,7/9/1984,1100,3.18,-9999,7.58,50.3
100020071,QT,7/9/1984,-9999,1.24,23,7.5,97.8
100030086,RI,7/9/1984,-9999,1.09,21,7.01,58.4
100010082,QS,7/16/1984,1130,3.14,23,7.48,51.8
100020072,QT,7/16/1984,-9999,1.23,24,7.41,107.1
100030087,RI,7/19/1984,-9999,1.04,21,6.99,58.3
100010083,QS,7/23/1984,1200,2.6,-9999,7.5,50.3
100020073,QT,7/23/1984,-9999,1.24,23,7.12,57.2
100030088,RI,7/23/1984,-9999,1.08,21,7.58,109.1
100010084,QS,7/30/1984,1140,3.04,22.5,7.62,49
100020074,QT,7/30/1984,-9999,1.26,23,7.57,95.6
100030089,RI,7/30/1984,-9999,1.19,21.5,6.79,51.4
100010085,QS,8/6/1984,1110,2.6,22,6.94,50.7
100020075,QT,8/6/1984,-9999,1.24,22,7.34,103.4
100030090,RI,8/6/1984,-9999,1.08,20,6.99,62.2
100010086,QS,8/13/1984,1100,2.44,23,7.39,47.7
100020076,QT,8/13/1984,-9999,1.22,23,7.31,107.4
100030091,RI,8/13/1984,-9999,1,20,7.04,67.2
100010087,QS,8/20/1984,1050,2.24,23.1,7.46,60
100020077,QT,8/20/1984,-9999,1.22,23,7.38,110.4
100030092,RI,8/20/1984,-9999,1.04,20,7.07,62.3
100010088,QS,8/27/1984,1130,3.28,23,7.1,35.6
100020078,QT,8/27/1984,-9999,1.3,23,7.52,70.1
100030093,RI,8/27/1984,-9999,2.38,21,6.48,37.6
100010089,QS,9/4/1984,1100,2.47,23,7.07,53.6
100020079,QT,9/4/1984,-9999,1.22,23,6.91,103.6
100030094,RI,9/4/1984,-9999,1.02,21,6.88,60.3
100010090,QS,9/10/1984,1100,2.5,22.3,6.99,47.6
100020080,QT,9/10/1984,-9999,1.22,23,7.42,96.8
100030095,RI,9/10/1984,-9999,1.02,20,6.86,59.4
100010091,QS,9/13/1984,1430,6.2,20.5,6.76,30
100010092,QS,9/18/1984,1145,3.08,22,6.83,40.4
100020081,QT,9/18/1984,-9999,1.28,22.5,6.81,86.7
100030096,RI,9/18/1984,-9999,1.12,20,6.37,42.6
100010093,QS,9/24/1984,1130,2.56,22.5,7.09,48
100020082,QT,9/24/1984,-9999,1.26,22,7.31,98.3
100030097,RI,9/24/1984,-9999,1.04,19.5,6.68,54.9
100010094,QS,10/1/1984,1100,2.66,22.5,7.3,43.4
100020083,QT,10/1/1984,-9999,1.24,23,7.16,99.4
100030098,RI,10/1/1984,-9999,1.06,20,6.56,49.7
100010095,QS,10/8/1984,1040,2.5,22.4,6.87,48.3
100020084,QT,10/8/1984,-9999,1.24,22.5,7.18,73.2
100030099,RI,10/8/1984,-9999,1.06,22,6.64,57.1
100010096,QS,10/15/1984,1045,2.6,23.4,6.33,42.9
100020085,QT,10/15/1984,-9999,1.28,24,7.09,96.6
100030100,RI,10/15/1984,-9999,1.08,22,6.26,50.8
100010097,QS,10/22/1984,1030,3.3,22.4,7.29,39.4
100020086,QT,10/22/1984,-9999,1.32,23,7.08,76
100030101,RI,10/22/1984,-9999,1.16,21,6.84,43.4
100010098,QS,10/29/1984,1110,3.4,22.4,6.9,33.1
100020087,QT,10/29/1984,-9999,1.34,23,6.57,41.4
100030102,RI,10/29/1984,-9999,1.2,21,7.27,74.9
100010099,QS,11/8/1984,1105,3.95,22.4,6.81,35.2
100020088,QT,11/8/1984,-9999,1.42,23.5,6.77,63.5
100030103,RI,11/8/1984,-9999,1.38,21.5,6.61,35.2
100010100,QS,11/14/1984,1100,5.2,20.9,6.21,34.6
100020089,QT,11/14/1984,-9999,1.48,21.5,6.84,67.6
100030104,RI,11/14/1984,-9999,1.5,20.5,6,43.2
100010101,QS,11/21/1984,1105,2.9,21.4,6.48,43.7
100020090,QT,11/21/1984,-9999,1.32,23,7.19,85.8
100030105,RI,11/21/1984,-9999,1.2,21,6.94,51.5
100010102,QS,11/28/1984,1040,2.76,21.4,6.93,48.1
100020091,QT,11/28/1984,-9999,1.28,22,7.19,93.2
100030106,RI,11/28/1984,-9999,1.14,20,7,52.5
100010103,QS,12/5/1984,1100,2.94,21.4,6.8,44.2
100020092,QT,12/5/1984,-9999,1.28,22,7.04,93.8
100030107,RI,12/5/1984,-9999,1.18,20.5,6.56,47.1
100010104,QS,12/11/1984,1030,2.7,20.4,6.62,43
100020093,QT,12/11/1984,-9999,1.28,20.5,7.09,88.1
100030108,RI,12/11/1984,-9999,1.14,19,6.94,53.6
100010105,QS,12/19/1984,1100,2.62,19.4,4.88,41
100010105,QS,12/19/1984,1100,2.62,19.4,5.88,41
100020094,QT,12/19/1984,-9999,1.28,21,6.94,89.1
100030109,RI,12/19/1984,-9999,1.12,19,6.65,50.4
100010106,QS,12/27/1984,1120,3.36,-9999,6.9,44
100020095,QT,12/27/1984,-9999,1.35,21.5,7.22,85.9
100030110,RI,12/27/1984,-9999,1.5,19.5,6.62,49.2
100010107,QS,1/3/1985,1150,3.56,20.4,6.64,43.2
100020096,QT,1/3/1985,-9999,1.36,20.5,7.06,75.1
100030111,RI,1/3/1985,-9999,1.36,19.5,6.44,42.9
100010108,QS,1/9/1985,1053,2.64,-9999,7.43,43.3
100020097,QT,1/9/1985,-9999,1.28,21,7.21,87.1
100030112,RI,1/9/1985,-9999,1.1,19,6.74,51.8
100010109,QS,1/16/1985,-9999,-9999,-9999,-9999,-9999
100020098,QT,1/16/1985,-9999,1.26,21.5,6.89,93.6
100030113,RI,1/16/1985,-9999,1.08,19,6.6,53.1
100010110,QS,1/22/1985,1125,2.38,19,6.13,45.9
100020099,QT,1/22/1985,-9999,1.24,19.5,7.23,92.5
100030114,RI,1/22/1985,-9999,1.06,16.5,6.91,51
100010111,QS,1/29/1985,1040,2.34,20,7.16,51.8
100020100,QT,1/29/1985,-9999,1.24,20,7.11,98.2
100030115,RI,1/29/1985,-9999,1.04,18.2,7.06,60
100010112,QS,2/5/1985,1040,2.34,19.5,6.34,53.2
100020101,QT,2/5/1985,-9999,1.24,20,7.08,101.1
100030116,RI,2/5/1985,-9999,1.04,18,7.08,62.4
100010113,QS,2/12/1985,1130,2.4,20,7.13,48.6
100020102,QT,2/12/1985,-9999,1.22,20,7.12,109.8
100030117,RI,2/12/1985,-9999,1.09,18,7.11,62.5
100010114,QS,2/19/1985,1200,3.28,20,6.51,50.1
100020103,QT,2/19/1985,-9999,1.28,20,7.35,107.2
100030118,RI,2/19/1985,-9999,1.38,18.5,7.13,48.9
100010115,QS,2/26/1985,1200,2.98,20,7.39,49.5
100020104,QT,2/26/1985,-9999,1.26,20,7.34,93.9
100030119,RI,2/26/1985,-9999,1.1,18,6.83,53.6
100010116,QS,3/6/1985,1155,2.74,20,6.68,44.4
100020105,QT,3/6/1985,-9999,1.2,20,7.12,89.7
100030120,RI,3/6/1985,-9999,1.08,18.5,6.69,50.4
100010117,QS,3/12/1985,1200,2.68,20,7.45,45.1
100020106,QT,3/12/1985,-9999,1.28,20,7.45,87.4
100030121,RI,3/12/1985,-9999,1.08,18.5,6.97,50.9
100010118,QS,3/19/1985,1210,2.54,20.5,6.93,47.8
100020107,QT,3/19/1985,-9999,1.24,20,7.48,95.8
100030122,RI,3/19/1985,-9999,1.06,19,7.04,56.6
100010119,QS,3/26/1985,1145,2.4,20,7.27,49.6
100020108,QT,3/26/1985,-9999,1.24,20,7.79,106.2
100030123,RI,3/26/1985,-9999,1.06,19,7,59.7
100010120,QS,4/2/1985,1230,2.7,20,7.05,44.5
100020109,QT,4/2/1985,-9999,1.3,20,7.48,84.5
100030124,RI,4/2/1985,-9999,1.06,18,6.81,54.6
100010121,QS,4/9/1985,1210,2.52,21,7.36,48.6
100020110,QT,4/9/1985,-9999,1.24,21,7.5,97.1
100030125,RI,4/9/1985,-9999,1.04,19,7,55.7
100010122,QS,4/16/1985,1135,3.75,20,7.2,41.3
100020111,QT,4/16/1985,-9999,1.3,21,7.58,90.7
100030126,RI,4/16/1985,-9999,1.44,19,6.61,46
100010123,QS,4/23/1985,1200,2.5,20,7.27,45.4
100010124,QS,4/23/1985,1430,6.2,-9999,6.85,23.8
100020112,QT,4/23/1985,-9999,1.24,20,7.43,90.4
100030127,RI,4/23/1985,-9999,1.08,18,6.92,57
100010125,QS,4/30/1985,1200,2.46,21,7.42,42.2
100020113,QT,4/30/1985,-9999,1.24,21,7.57,95.3
100030128,RI,4/30/1985,-9999,1.06,18.5,7,55.4
100010126,QS,5/7/1985,1230,2.37,22,7.39,48.4
100020114,QT,5/7/1985,-9999,1.24,22,7.94,107.8
100030129,RI,5/7/1985,-9999,1.08,20,6.91,51.6
100010127,QS,5/14/1985,1210,4.7,21,6.57,35.4
100010128,QS,5/14/1985,1450,7,-9999,6.06,15.8
100020115,QT,5/14/1985,-9999,1.38,22,7.35,67.2
100030130,RI,5/14/1985,-9999,1.38,20,6.72,42.2
100010129,QS,5/21/1985,1200,2.88,21.5,6.91,42.1
100020116,QT,5/21/1985,-9999,1.32,22,7.41,79.9
100030131,RI,5/21/1985,-9999,1.1,20,6.8,47.2
100010130,QS,5/28/1985,1120,2.5,22.5,7.01,46.9
100020117,QT,5/28/1985,-9999,1.26,22,7.46,84.6
100030132,RI,5/28/1985,-9999,1.08,20.5,7.04,51.1
100010131,QS,6/4/1985,1125,2.37,22,6.93,45.8
100020118,QT,6/4/1985,-9999,1.26,22,7.34,90
100030133,RI,6/4/1985,-9999,1.06,19,7.09,53
100010132,QS,6/11/1985,1250,2.26,23,7.45,49.2
100020119,QT,6/11/1985,-9999,1.22,23,7.76,94.6
100030134,RI,6/11/1985,-9999,1.04,21,7.09,53.3
100010133,QS,6/18/1985,1150,2.14,23,7.07,56.1
100020120,QT,6/18/1985,-9999,1.22,23,7.42,101.2
100030135,RI,6/18/1985,-9999,1.02,20.5,7.12,58.2
100010134,QS,6/25/1985,1325,2.08,24,7.2,56.7
100020121,QT,6/25/1985,-9999,1.22,23,7.79,110.4
100030136,RI,6/25/1985,-9999,1,20,6.9,56.4
100010135,QS,7/2/1985,1215,2.2,23.5,6.98,59.2
100020122,QT,7/2/1985,-9999,1.2,24,7.35,115
100030137,RI,7/2/1985,-9999,1.08,21,7.03,61.4
100010136,QS,7/9/1985,1145,2.05,23.5,6.97,51.4
100020123,QT,7/9/1985,-9999,1.18,23,7.28,97.9
100030138,RI,7/9/1985,-9999,1.09,21,7.06,55.2
100010137,QS,7/16/1985,1148,2.76,-9999,6.98,41.5
100020124,QT,7/16/1985,-9999,1.2,22,7.32,94.4
100030139,RI,7/16/1985,-9999,1.3,20,6.7,45.7
100010138,QS,7/23/1985,1115,3.04,23,6.78,38.9
100020125,QT,7/23/1985,-9999,1.24,23,7.33,81.8
100030140,RI,7/23/1985,-9999,1.1,21,7.1,50.3
100010139,QS,7/30/1985,1100,2.62,23.5,7.12,43.7
100020126,QT,7/30/1985,-9999,1.22,23,7.49,92.2
100030141,RI,7/30/1985,-9999,1.09,20,7.09,56.1
100010140,QS,8/6/1985,1330,2.68,24,7.35,46
100020127,QT,8/6/1985,-9999,1.2,23,7.14,102.6
100030142,RI,8/6/1985,-9999,1.09,21,7.33,51.5
100010141,QS,8/13/1985,1115,2.76,-9999,7.27,43.6
100020128,QT,8/13/1985,-9999,1.22,23,7.32,90.9
100030143,RI,8/13/1985,-9999,1.09,21,7.05,54.8
100010142,QS,8/20/1985,1130,2.62,23,7.01,43.7
100020129,QT,8/20/1985,-9999,1.2,24,7.49,99.9
100030144,RI,8/20/1985,-9999,1.09,21,7.29,55.3
100010143,QS,8/27/1985,1005,5.6,21.5,6.56,33.1
100020130,QT,8/27/1985,-9999,1.4,23,7.25,58
100030145,RI,8/27/1985,-9999,2.2,20,6.16,30.9
100010144,QS,9/3/1985,1235,2.68,23,7.17,46.2
100020131,QT,9/3/1985,-9999,1.24,23,7.33,85.5
100030146,RI,9/3/1985,-9999,1.04,21,6.89,52.5
100010145,QS,9/10/1985,1145,2.54,23,7.18,45.4
100020132,QT,9/10/1985,-9999,1.24,23,7.45,90
100030147,RI,9/10/1985,-9999,1.05,21,6.86,50.5
100010146,QS,9/17/1985,1038,2.68,22,7.25,48.2
100020133,QT,9/17/1985,-9999,1.28,23,7.38,86.3
100030148,RI,9/17/1985,-9999,1.06,21,7.11,52.6
100010147,QS,9/23/1985,900,2.86,-9999,7.93,37.8
100010148,QS,9/23/1985,1850,3.72,-9999,6.53,35.7
100020134,QT,9/23/1985,-9999,1.28,23,7.51,83.4
100030149,RI,9/23/1985,-9999,1.9,21,6.97,36.3
100010149,QS,9/24/1985,2155,3.55,-9999,7.08,36.8
100010150,QS,9/24/1985,350,2.92,-9999,7.46,38
100010151,QS,10/1/1985,1145,3.1,22,7.21,40.8
100020136,QT,10/1/1985,-9999,1.28,23,7.51,85.8
100030150,RI,10/1/1985,-9999,1.1,21,7.1,52.7
100010152,QS,10/8/1985,1220,3.6,22,6.96,37.7
100020137,QT,10/8/1985,-9999,1.28,23,7.27,63.6
100030151,RI,10/8/1985,-9999,1.1,21,6.68,40.5
100010153,QS,10/15/1985,1130,2.8,22,7.26,41.9
100020138,QT,10/15/1985,-9999,1.28,22,7.42,79.6
100030152,RI,10/15/1985,-9999,1.19,20.5,6.92,50.1
100010154,QS,10/22/1985,1145,2.9,22,7.25,41.6
